index	word	lemma	posUni	posFine	morph	head	dep	_	coarse_dep
21	süreçlerin	süreç	NOUN	Noun	Case=Gen|Number=Plur|Person=3	26	nmod	SpaceAfter=No	nmod
23	olayların	olay	NOUN	Noun	Case=Gen|Number=Plur|Person=3	21	conj	_	conj
25	ilişkilerin	ilişki	NOUN	Noun	Case=Gen|Number=Plur|Person=3	21	conj	_	conj
28	neden	neden	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
1	gözleri	göz	NOUN	Noun	Case=Nom|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	2	nsubj	_	nsubj
2	diğerleri	diğer	NOUN	Noun	Case=Acc|Number=Plur|Person=3	5	nsubj	_	nsubj
3	koyun	koyun	NOUN	Noun	Case=Nom|Number=Sing|Person=3	4	nmod:poss	_	nmod
4	sütü	süt	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	5	obj	_	obj
1	dalgınlığımın	dalgınlık	NOUN	Noun	Case=Gen|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=1	2	nmod:poss	_	nmod
8	caddelerinde	cadde	NOUN	Noun	Case=Loc|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	2	conj	_	conj
5	umut	umut	NOUN	Noun	Case=Nom|Number=Sing|Person=3	6	nsubj	_	nsubj
2	toplantılarında	toplantı	NOUN	Noun	Case=Loc|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	6	obl	_	obl
4	kez	kez	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	compound	_	compound
6	uçak	uçak	NOUN	Noun	Case=Nom|Number=Sing|Person=3	10	nsubj	_	nsubj
7	pist	pist	NOUN	Noun	Case=Nom|Number=Sing|Person=3	8	nmod:poss	_	nmod
8	yerine	yer	NOUN	Noun	Case=Dat|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	9	nmod	_	nmod
9	toprağa	toprak	NOUN	Noun	Case=Dat|Number=Sing|Person=3	10	obl	_	obl
6	evim	ev	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=1	5	compound	_	compound
8	başımı	baş	NOUN	Noun	Case=Acc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=1	5	compound	_	compound
2	yerine	yer	NOUN	Noun	Case=Dat|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	6	nmod	_	nmod
5	müziği'ni	müzik	NOUN	Noun	Case=Acc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	3	compound	_	compound
6	tercih	tercih	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
2	fezlekesi	fezleke	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	19	nsubj	SpaceAfter=No	nsubj
4	davanın	dava	NOUN	Noun	Case=Gen|Number=Sing|Person=3	8	nmod:poss	_	nmod
6	ceza	ceza	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	compound	_	compound
7	mahkemelerinin	mahkeme	NOUN	Noun	Case=Gen|Number=Sing|Number[psor]=Plur|Person=3|Person[psor]=3	5	compound	_	compound
8	kapsamına	kapsam	NOUN	Noun	Case=Dat|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	10	nmod:poss	_	nmod
10	nedeniyle	neden	NOUN	Noun	Case=Ins|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	19	obl	SpaceAfter=No	obl
12	bünyesinde	bünye	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	16	obl	_	obl
14	ceza	ceza	NOUN	Noun	Case=Nom|Number=Sing|Person=3	13	compound	_	compound
15	mahkemesi	mahkeme	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	13	compound	_	compound
18	adliyesi'ne	adliye	NOUN	Noun	Case=Dat|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	17	flat	_	flat
4	açlığıyla	açlık	NOUN	Noun	Case=Ins|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	6	nmod	_	nmod
5	oğlunu	oğul	NOUN	Noun	Case=Acc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	6	nmod	_	nmod
6	sevgiye	sevgi	NOUN	Noun	Case=Dat|Number=Sing|Person=3	8	obj	_	obj
3	evrenbilim	evrenbilim	NOUN	Noun	Case=Nom|Number=Sing|Person=3	13	obl	_	obl
5	parçacık	parçacık	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	conj	_	conj
6	fiziğinde	fizik	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	3	compound	_	compound
7	bugün	bugün	NOUN	Noun	Case=Nom|Number=Sing|Person=3	13	obl	_	obl
9	ilke	ilke	NOUN	Noun	Case=Nom|Number=Sing|Person=3	13	nsubj	_	nsubj
17	bilim	bilim	NOUN	Noun	Case=Nom|Number=Sing|Person=3	23	nsubj	_	nsubj
18	dalı	dal	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	17	compound	_	compound
20	öğelerle	öğe	NOUN	Noun	Case=Ins|Number=Plur|Person=3	23	obl	SpaceAfter=No	obl
22	hayaletlerle	hayalet	NOUN	Noun	Case=Ins|Number=Plur|Person=3	20	conj	_	conj
3	darbukaya	darbuka	NOUN	Noun	Case=Dat|Number=Sing|Person=3	6	obl	_	obl
3	mağazada	mağaza	NOUN	Noun	Case=Loc|Number=Sing|Person=3	4	obl	_	obl
6	satış	satış	NOUN	Noun	Case=Nom|Number=Sing|Person=3	8	obl	_	obl
7	elemanlarıyla	eleman	NOUN	Noun	Case=Ins|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	6	compound	_	compound
10	ürünleri	ürün	NOUN	Noun	Case=Acc|Number=Plur|Person=3	11	obj	_	obj
13	sorular	soru	NOUN	Noun	Case=Nom|Number=Plur|Person=3	14	obj	_	obj
16	ürünleri	ürün	NOUN	Noun	Case=Acc|Number=Plur|Person=3	17	obj	_	obj
3	dans	dans	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
6	rüya	rüya	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	nmod	_	nmod
1	şangır	şangır	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	SpaceAfter=No	root
7	ortalık	ortalık	NOUN	Noun	Case=Nom|Number=Sing|Person=3	6	nsubj	SpaceAfter=No	nsubj
3	söylentiler	söylenti	NOUN	Noun	Case=Nom|Number=Plur|Person=3	4	nsubj	_	nsubj
2	bacaklarını	bacak	NOUN	Noun	Case=Acc|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	5	obj	_	obj
4	üzerine	üzer	NOUN	Noun	Case=Dat|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	5	obl	_	obl
8	koltuğun	koltuk	NOUN	Noun	Case=Gen|Number=Sing|Person=3	11	obl	_	obl
9	üzerinde	üzer	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	8	appos	_	appos
2	yaşamdan	yaşam	NOUN	Noun	Case=Abl|Number=Sing|Person=3	5	obl	_	obl
3	duygularımızla	duygu	NOUN	Noun	Case=Ins|Number=Plur|Number[psor]=Plur|Person=3|Person[psor]=1	5	obl	_	obl
4	zevk	zevk	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	obj	_	obj
2	şey	şey	NOUN	Noun	Case=Nom|Number=Sing|Person=3	1	compound	_	compound
1	tarihi	tarih	NOUN	Noun	Case=Acc|Number=Sing|Person=3	4	obj	SpaceAfter=No	obj
4	dersler	ders	NOUN	Noun	Case=Nom|Number=Plur|Person=3	12	obj	_	obj
6	cep	cep	NOUN	Noun	Case=Nom|Number=Sing|Person=3	4	conj	_	conj
7	kılavuzu	kılavuz	NOUN	Noun	Case=Acc|Number=Sing|Person=3	6	compound	_	compound
9	kültür	kültür	NOUN	Noun	Case=Nom|Number=Sing|Person=3	10	nmod:poss	_	nmod
10	boyutuna	boyut	NOUN	Noun	Case=Dat|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	12	obl	_	obl
1	vali	vali	NOUN	Noun	Case=Nom|Number=Sing|Person=3	6	nsubj	_	nsubj
4	şov	şov	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	nmod:poss	_	nmod
5	malzemesi	malzeme	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	6	obj	_	obj
4	kez	kez	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	obl	_	obl
8	cevap	cevap	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
11	esinciğim	Esinciğ	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=1	8	appos	_	appos
12	evde	ev	NOUN	Noun	Case=Loc|Number=Sing|Person=3	15	obl	_	obl
19	karar	karar	NOUN	Noun	Case=Nom|Number=Sing|Person=3	11	conj	_	conj
2	kimliği	kimlik	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	6	nsubj	SpaceAfter=No	nsubj
5	künyesinden	künye	NOUN	Noun	Case=Abl|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	6	obl	_	obl
1	tahvilin	tahvil	NOUN	Noun	Case=Gen|Number=Sing|Person=3	3	nmod:poss	_	nmod
3	kuponu	kupon	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	18	nsubj	_	nsubj
6	kupona	kupon	NOUN	Noun	Case=Dat|Number=Sing|Person=3	8	obl	_	obl
10	referans	referans	NOUN	Noun	Case=Nom|Number=Sing|Person=3	11	nsubj	_	nsubj
11	bono	bono	NOUN	Noun	Case=Nom|Number=Sing|Person=3	12	nmod:poss	_	nmod
12	ihalesi	ihale	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	3	conj	_	conj
15	gün	gün	NOUN	Noun	Case=Nom|Number=Sing|Person=3	16	nmod	_	nmod
16	vade	vade	NOUN	Noun	Case=Nom|Number=Sing|Person=3	18	obl	_	obl
2	şeyler	şey	NOUN	Noun	Case=Nom|Number=Plur|Person=3	0	root	_	root
1	yıl	yıl	NOUN	Noun	Case=Nom|Number=Sing|Person=3	8	obl	_	obl
4	gün	gün	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	fixed	_	fixed
7	peynir	peynir	NOUN	Noun	Case=Nom|Number=Sing|Person=3	8	obj	_	obj
2	yüzünün	yüz	NOUN	Noun	Case=Gen|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	3	nmod:poss	_	nmod
2	dışarı	dışarı	NOUN	Noun	Case=Dat|Number=Sing|Person=3	3	obl	_	obl
4	şok	şok	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	nmod:poss	_	nmod
5	içerisinde	içeri	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	9	nmod	_	nmod
9	halde	hal	NOUN	Noun	Case=Loc|Number=Sing|Person=3	0	root	_	root
2	dalgın	dalgı	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=2	7	ccomp	_	ccomp
4	bugün	bugün	NOUN	Noun	Case=Nom|Number=Sing|Person=3	2	nmod	_	nmod
9	abla	abla	NOUN	Noun	Case=Nom|Number=Sing|Person=3	8	compound	SpaceAfter=No	compound
1	teknelerin	tekne	NOUN	Noun	Case=Gen|Number=Plur|Person=3	2	nmod:poss	_	nmod
2	kaptanlarına	kaptan	NOUN	Noun	Case=Dat|Number=Plur|Number[psor]=Plur|Person=3|Person[psor]=3	7	obl	SpaceAfter=No	obl
5	müşterilerden	müşteri	NOUN	Noun	Case=Abl|Number=Plur|Person=3	7	obl	_	obl
3	dalga	dalga	NOUN	Noun	Case=Nom|Number=Sing|Person=3	8	nsubj	SpaceAfter=No	nsubj
5	ayaklarını	ayak	NOUN	Noun	Case=Acc|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	6	obj	_	obj
10	ayağının	ayak	NOUN	Noun	Case=Gen|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=2	11	nmod:poss	_	nmod
13	kumların	kum	NOUN	Noun	Case=Gen|Number=Plur|Person=3	17	nmod:poss	_	nmod
15	denize	deniz	NOUN	Noun	Case=Dat|Number=Sing|Person=3	17	obl	_	obl
18	fark	fark	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
1	annesi	anne	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	4	nsubj	_	nsubj
3	içeriye	içeri	NOUN	Noun	Case=Dat|Number=Sing|Person=3	4	nmod	_	nmod
4	davet	davet	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
1	sorumluluk	sorumluluk	NOUN	Noun	Case=Nom|Number=Sing|Person=3	4	obj	_	obj
3	kirpikleri	kirpik	NOUN	Noun	Case=Nom|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	4	nsubj	_	nsubj
3	cinayet	cinayet	NOUN	Noun	Case=Nom|Number=Sing|Person=3	7	nmod	_	nmod
6	cinayet	cinayet	NOUN	Noun	Case=Nom|Number=Sing|Person=3	7	nmod:poss	_	nmod
7	romanı	roman	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	19	nsubj	SpaceAfter=No	nsubj
9	romancı	romancı	NOUN	Noun	Case=Nom|Number=Sing|Person=3	10	obj	_	obj
11	kimsenin	kimse	NOUN	Noun	Case=Gen|Number=Sing|Person=3	12	nmod:poss	_	nmod
14	romancı	romancı	NOUN	Noun	Case=Nom|Number=Sing|Person=3	19	nmod	_	nmod
19	konu	konu	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
1	başkanın	başkan	NOUN	Noun	Case=Gen|Number=Sing|Person=3	2	nmod:poss	_	nmod
3	davette	davet	NOUN	Noun	Case=Loc|Number=Sing|Person=3	6	obl	_	obl
7	döşemeler	döşeme	NOUN	Noun	Case=Nom|Number=Plur|Person=3	8	nmod:poss	_	nmod
8	üzerinde	üzer	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	11	obl	_	obl
13	bacağım	bacak	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=1	14	nmod:poss	_	nmod
14	yüzünden	yüz	NOUN	Noun	Case=Abl|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	23	nmod	_	nmod
16	gün	gün	NOUN	Noun	Case=Nom|Number=Sing|Person=3	15	fixed	_	fixed
17	hastaneye	hastane	NOUN	Noun	Case=Dat|Number=Sing|Person=3	18	obl	_	obl
19	kadavra	kadavra	NOUN	Noun	Case=Nom|Number=Sing|Person=3	20	nmod:poss	_	nmod
20	üzerinde	üzer	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	22	obl	_	obl
23	gözüm	göz	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=1	0	root	_	root
2	zam	zam	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	obj	_	obj
5	tahmin	tahmin	NOUN	Noun	Case=Nom|Number=Sing|Person=3	17	nmod	_	nmod
8	kır	kır	NOUN	Noun	Case=Nom|Number=Sing|Person=3	9	nmod	_	nmod
9	saç	saç	NOUN	Noun	Case=Nom|Number=Sing|Person=3	17	nmod	_	nmod
13	takım	takım	NOUN	Noun	Case=Nom|Number=Sing|Person=3	9	conj	_	conj
14	elbise	elbise	NOUN	Noun	Case=Nom|Number=Sing|Person=3	13	compound	_	compound
17	adam	adam	NOUN	Noun	Case=Nom|Number=Sing|Person=3	21	nsubj	_	nsubj
18	havuzun	havuz	NOUN	Noun	Case=Gen|Number=Sing|Person=3	19	obl	_	obl
20	ayakta	ayak	NOUN	Noun	Case=Loc|Number=Sing|Person=3	21	obl	_	obl
27	suyu	su	NOUN	Noun	Case=Acc|Number=Sing|Person=3	28	obj	_	obj
2	sözünü	söz	NOUN	Noun	Case=Acc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	4	nmod	_	nmod
4	fotoğraf	fotoğraf	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	nsubj	_	nsubj
2	havayı	hava	NOUN	Noun	Case=Acc|Number=Sing|Person=3	3	obj	_	obj
5	seferleri	sefer	NOUN	Noun	Case=Acc|Number=Plur|Person=3	6	obj	_	obj
8	yollarını	yol	NOUN	Noun	Case=Acc|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	9	obj	_	obj
1	seçimden	seçim	NOUN	Noun	Case=Abl|Number=Sing|Person=3	5	obl	_	obl
3	dosyası	dosya	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	5	obj	_	obj
11	milletvekili	milletvekili	NOUN	Noun	Case=Nom|Number=Sing|Person=3	12	obj	_	obj
13	nedeniyle	neden	NOUN	Noun	Case=Ins|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	14	nmod	_	nmod
1	üniversitede	üniversite	NOUN	Noun	Case=Loc|Number=Sing|Person=3	4	obl	_	obl
2	hoca	hoca	NOUN	Noun	Case=Nom|Number=Sing|Person=3	4	ccomp	_	ccomp
5	şüphe	şüphe	NOUN	Noun	Case=Nom|Number=Sing|Person=3	7	compound	_	compound
7	kişi	kişi	NOUN	Noun	Case=Nom|Number=Sing|Person=3	8	obj	_	obj
1	cumhurbaşkanı	cumhurbaşkanı	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	2	nmod	_	nmod
11	insanların	insan	NOUN	Noun	Case=Gen|Number=Plur|Person=3	13	nmod:poss	_	nmod
15	zamanlarda	zaman	NOUN	Noun	Case=Loc|Number=Plur|Person=3	20	obl	_	obl
18	konularını	konu	NOUN	Noun	Case=Acc|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=2	20	obj	_	obj
27	önem	önem	NOUN	Noun	Case=Nom|Number=Sing|Person=3	29	obl	_	obl
1	yaşamınız	yaşam	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Plur|Person=3|Person[psor]=2	5	obl	_	obl
4	korkunuz	korku	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Plur|Person=3|Person[psor]=2	5	nsubj	_	nsubj
3	anneannemde	anneanne	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=1	2	obl	_	obl
6	teyzelerin	teyze	NOUN	Noun	Case=Gen|Number=Plur|Person=3	7	nmod:poss	_	nmod
1	eller	el	NOUN	Noun	Case=Nom|Number=Plur|Person=3	3	obl	_	obl
2	havaya	hava	NOUN	Noun	Case=Dat|Number=Sing|Person=3	1	compound	_	compound
3	tamir	tamir	NOUN	Noun	Case=Nom|Number=Sing|Person=3	5	nsubj	_	nsubj
2	dallardan	dal	NOUN	Noun	Case=Abl|Number=Plur|Person=3	3	obl	_	obl
6	erikleri	erik	NOUN	Noun	Case=Nom|Number=Plur|Number[psor]=Plur|Person=3|Person[psor]=3	10	obj	_	obj
7	önlüğünde	önlük	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	9	nmod	_	nmod
9	torbaya	torba	NOUN	Noun	Case=Dat|Number=Sing|Person=3	10	obl	_	obl
3	senaryo	senaryo	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
3	tenis	tenis	NOUN	Noun	Case=Nom|Number=Sing|Person=3	2	compound	_	compound
4	turnuvası	turnuva	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	2	compound	SpaceAfter=No	compound
9	final	final	NOUN	Noun	Case=Nom|Number=Sing|Person=3	10	nmod:poss	_	nmod
10	karşılaşmasına	karşılaşma	NOUN	Noun	Case=Dat|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	12	obl	_	obl
11	sahne	sahne	NOUN	Noun	Case=Nom|Number=Sing|Person=3	12	obj	_	obj
3	teşhirci	teşhirci	NOUN	Noun	Case=Nom|Number=Sing|Person=3	1	conj	_	conj
2	zaman	zaman	NOUN	Noun	Case=Nom|Number=Sing|Person=3	1	compound	_	compound
1	fasulye	fasulye	NOUN	Noun	Case=Nom|Number=Sing|Person=3	8	nsubj	SpaceAfter=No	nsubj
3	pilakide	pilaki	NOUN	Noun	Case=Loc|Number=Sing|Person=3	8	obl	_	obl
4	havuçtan	havuç	NOUN	Noun	Case=Abl|Number=Sing|Person=3	8	obl	_	obl
6	sarmısaktan	sarmısak	NOUN	Noun	Case=Abl|Number=Sing|Person=3	4	conj	_	conj
7	takviye	takviye	NOUN	Noun	Case=Nom|Number=Sing|Person=3	8	obj	_	obj
3	bilim	bilim	NOUN	Noun	Case=Nom|Number=Sing|Person=3	6	nmod:poss	_	nmod
5	din	din	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	conj	_	conj
9	karşılık	karşılık	NOUN	Noun	Case=Nom|Number=Sing|Person=3	11	nmod	_	nmod
11	hoşgörü	hoşgörü	NOUN	Noun	Case=Nom|Number=Sing|Person=3	28	nsubj	SpaceAfter=No	nsubj
19	demokrasisinin	demokrasi	NOUN	Noun	Case=Gen|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	20	nmod:poss	_	nmod
22	örnek	örnek	NOUN	Noun	Case=Nom|Number=Sing|Person=3	24	nsubj	_	nsubj
25	olgunluk	olgunluk	NOUN	Noun	Case=Nom|Number=Sing|Person=3	26	nmod:poss	_	nmod
26	düzeyinin	düzey	NOUN	Noun	Case=Gen|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	28	nmod:poss	_	nmod
28	sonucu	sonuç	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	0	root	_	root
2	derece	derece	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	obl	_	obl
6	ülkenin	ülke	NOUN	Noun	Case=Gen|Number=Sing|Person=3	7	nmod:poss	_	nmod
7	merkezi	merkez	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	8	nmod:poss	_	nmod
8	konumuna	konum	NOUN	Noun	Case=Dat|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	9	obl	_	obl
1	kuantum	kuantum	NOUN	Noun	Case=Nom|Number=Sing|Person=3	2	nmod:poss	_	nmod
2	kuramının	kuram	NOUN	Noun	Case=Gen|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	3	nmod:poss	_	nmod
3	öngörüsü	öngörü	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	4	obl	_	obl
6	parçacıklar	parçacık	NOUN	Noun	Case=Nom|Number=Plur|Person=3	8	obj	_	obj
8	kavram	kavram	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	_	root
2	nilüfer	nilüfer	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	nmod:poss	_	nmod
3	kayığına	kayık	NOUN	Noun	Case=Dat|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	1	obl	SpaceAfter=No	obl
1	saçları	saç	NOUN	Noun	Case=Nom|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	11	nsubj	_	nsubj
8	çamur	çamur	NOUN	Noun	Case=Nom|Number=Sing|Person=3	10	nmod	_	nmod
10	su	su	NOUN	Noun	Case=Nom|Number=Sing|Person=3	11	nmod:poss	_	nmod
11	renginde	renk	NOUN	Noun	Case=Loc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	0	root	_	root
2	leblebi	leblebi	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	obj	_	obj
1	kardeşinden	kardeş	NOUN	Noun	Case=Abl|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	3	obl	_	obl
2	savını	sav	NOUN	Noun	Case=Acc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=2	4	obj	_	obj
10	içerikten	içerik	NOUN	Noun	Case=Abl|Number=Sing|Person=3	11	obl	_	obl
15	kuram	kuram	NOUN	Noun	Case=Nom|Number=Sing|Person=3	27	nsubj	SpaceAfter=No	nsubj
4	armağanı	armağan	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	0	root	SpaceAfter=No	root
2	kuramın	kuram	NOUN	Noun	Case=Gen|Number=Sing|Person=3	3	nmod:poss	_	nmod
3	doğurganlığı	doğurganlık	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	5	obj	_	obj
2	devlet	devlet	NOUN	Noun	Case=Nom|Number=Sing|Person=3	3	nmod:poss	_	nmod
3	bakanı	bakan	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	16	nmod	_	nmod
5	başbakan	başbakan	NOUN	Noun	Case=Nom|Number=Sing|Person=3	6	nmod:poss	_	nmod
6	yardımcısı	yardımcı	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	3	conj	SpaceAfter=No	conj
8	toplumcu	toplumcu	NOUN	Noun	Case=Nom|Number=Sing|Person=3	15	nmod:poss	_	nmod
9	kurtuluş	kurtuluş	NOUN	Noun	Case=Nom|Number=Sing|Person=3	8	flat	_	flat
10	partisi	parti	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	8	flat	_	flat
15	milletvekili	milletvekili	NOUN	Noun	Case=Nom|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	3	conj	_	conj
24	politikayla	politika	NOUN	Noun	Case=Ins|Number=Sing|Person=3	28	obl	_	obl
27	taksime	taksim	NOUN	Noun	Case=Dat|Number=Sing|Person=3	28	obl	_	obl
4	ağzımdan	ağız	NOUN	Noun	Case=Abl|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=1	3	compound	SpaceAfter=No	compound
1	doğada	doğa	NOUN	Noun	Case=Loc|Number=Sing|Person=3	5	obl	_	obl
4	barınağı	barınak	NOUN	Noun	Case=Acc|Number=Sing|Person=3	5	nsubj	_	nsubj
4	ülkenin	ülke	NOUN	Noun	Case=Gen|Number=Sing|Person=3	6	nmod:poss	_	nmod
6	sorunlarına	sorun	NOUN	Noun	Case=Dat|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	12	nmod	SpaceAfter=No	nmod
11	siyaset	siyaset	NOUN	Noun	Case=Nom|Number=Sing|Person=3	12	nmod:poss	_	nmod
12	tiradlarının	tirad	NOUN	Noun	Case=Gen|Number=Plur|Number[psor]=Sing|Person=3|Person[psor]=3	13	nmod:poss	_	nmod
13	düellosunu	düello	NOUN	Noun	Case=Acc|Number=Sing|Number[psor]=Sing|Person=3|Person[psor]=3	14	obj	_	obj
6	fark	fark	NOUN	Noun	Case=Nom|Number=Sing|Person=3	2	conj	_	conj
2	aldatmaca	aldatmaca	NOUN	Noun	Case=Nom|Number=Sing|Person=3	0	root	SpaceAfter=No	root
2	siyasetçiler	siyasetçi	NOUN	Noun	Case=Nom|Number=Plur|Person=3	10	case	SpaceAfter=No	case
5	toplumlar	toplum	NOUN	Noun	Case=Nom|Number=Plur|Person=3	2	conj	SpaceAfter=No	conj
8	uluslar	ulus	NOUN	Noun	Case=Nom|Number=Plur|Person=3	2	conj	_	conj
6	dans	dans	NOUN	Noun	Case=Nom|Number=Sing|Person=3	8	obl	_	obl
